"Source 
(H -HK-CERT/
U - US-CERT/
M - MSS)","Primary
			Vendor -- Product",Description,Published,CVSS Score,Source & Patch Info,"Relevant to Corporate IT 
(Yes / No / Maybe)",Vuln
 ,php-fusion -- php-fusion,"A reflected cross site scripting (XSS) vulnerability in /administration/theme.php of PHP-Fusion 9.03.60 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the ""Manage Theme"" field.",2021-07-02,3.5,CVE-2020-23181, ,Low
 ,php-fusion -- php-fusion,"A stored cross site scripting (XSS) vulnerability in administration/settings_main.php of PHP-Fusion 9.03.50 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the ""Site footer"" field.",2021-07-02,3.5,CVE-2020-23179, ,Low
 ,phplist -- phplist,Cross Site Scripting (XSS) vulnerability in phpList 3.5.3 via the login name field in Manage Administrators when adding a new admin.,2021-07-06,3.5,CVE-2020-22251, ,Low
 ,phplist -- phplist,"A stored cross site scripting (XSS) vulnerability in phplist 3.5.4 and below allows attackers to execute arbitrary web scripts or HTML via a crafted payload in the ""rule1"" parameter under the ""Bounce Rules"" module.",2021-07-02,3.5,CVE-2020-36399, ,Low
 ,phplist -- phplist,"A stored cross site scripting (XSS) vulnerability in phplist 3.5.4 and below allows attackers to execute arbitrary web scripts or HTML via a crafted payload in the ""Campaign"" field under the ""Send a campaign"" module.",2021-07-02,3.5,CVE-2020-36398, ,Low
 ,phplist -- phplist,"A stored cross site scripting (XSS) vulnerability in the ""Import Subscribers"" feature in phplist 3.5.4 and below allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload.",2021-07-02,3.5,CVE-2020-23194, ,Low
 ,phplist -- phplist,"A stored cross site scripting (XSS) vulnerability in phplist 3.5.4 and below allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload in the ""admin"" parameter under the ""Manage administrators"" module.",2021-07-02,3.5,CVE-2020-23192, ,Low
 ,phplist -- phplist,"A stored cross site scripting (XSS) vulnerability in the ""Import emails"" module in phplist 3.5.4 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload.",2021-07-02,3.5,CVE-2020-23190, ,Low
 ,sulu -- sulu,"Sulu is an open-source PHP content management system based on the Symfony framework. In versions of Sulu prior to 1.6.41, it is possible for a logged in admin user to add a script injection (cross-site-scripting) in the collection title. The problem is patched in version 1.6.41. As a workaround, one may manually patch the affected JavaScript files in lieu of updating.",2021-07-02,3.5,CVE-2021-32737, ,Low
 ,wp-upload-restriction_project -- wp-upload-restriction,A vulnerability in the saveCustomType function of the WP Upload Restriction WordPress plugin allows low-level authenticated users to inject arbitrary web scripts. This issue affects versions 2.2.3 and prior.,2021-07-07,3.5,CVE-2021-34625, ,Low
 ,wp-upload-restriction_project -- wp-upload-restriction,A vulnerability in the getSelectedMimeTypesByRole function of the WP Upload Restriction WordPress plugin allows low-level authenticated users to view custom extensions added by administrators. This issue affects versions 2.2.3 and prior.,2021-07-07,3.5,CVE-2021-34627, ,Low
 ,zimbra -- collaboration,"An issue was discovered in ZmMailMsgView.js in the Calendar Invite component in Zimbra Collaboration Suite 8.8.x before 8.8.15 Patch 23. An attacker could place HTML containing executable JavaScript inside element attributes. This markup becomes unescaped, causing arbitrary markup to be injected into the document.",2021-07-02,3.5,CVE-2021-35208, ,Low
 ,a-stage.inc -- sct-40cm01sr_and_at-40cm01sr,Improper authentication vulnerability in SCT-40CM01SR and AT-40CM01SR allows an attacker to bypass access restriction and execute an arbitrary command via telnet.,2021-07-07,not yet calculated,CVE-2021-20776, ,Not Yet Assigned
 ,accusoft -- imagegear,An out-of-bounds write vulnerability exists in the TIF bits_per_sample processing functionality of Accusoft ImageGear 19.9. A specially crafted malformed file can lead to memory corruption. An attacker can provide a malicious file to trigger this vulnerability.,2021-07-08,not yet calculated,CVE-2021-21794, ,Not Yet Assigned
 ,accusoft -- imagegear,A stack-based buffer overflow vulnerability exists in the PDF process_fontname functionality of Accusoft ImageGear 19.9. A specially crafted malformed file can lead to code execution. An attacker can provide a malicious file to trigger this vulnerability.,2021-07-08,not yet calculated,CVE-2021-21821, ,Not Yet Assigned
 ,accusoft -- imagegear,An out-of-bounds write vulnerability exists in the JPG sof_nb_comp header processing functionality of Accusoft ImageGear 19.8 and 19.9. A specially crafted malformed file can lead to memory corruption. An attacker can provide a malicious file to trigger this vulnerability.,2021-07-08,not yet calculated,CVE-2021-21793, ,Not Yet Assigned
 ,arcgis -- server_manager,A stored Cross Site Scripting (XXS) vulnerability in ArcGIS Server Manager version 10.8.1 and below may allow a remote unauthenticated attacker to pass and store malicious strings in the ArcGIS Server Manager application.,2021-07-10,not yet calculated,CVE-2021-29107, ,Not Yet Assigned
 ,arcgis -- server_manager,A reflected Cross Site Scripting (XXS) vulnerability in ArcGIS Server version 10.8.1 and below may allow a remote attacker able to convince a user to click on a crafted link which could potentially execute arbitrary JavaScript code in the user’s browser.,2021-07-10,not yet calculated,CVE-2021-29106, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34616, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34614, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote denial of service (DoS) vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-29152, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote authentication bypass vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-29151, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote insecure deserialization vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-29150, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34613, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34612, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34611, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34610, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote arbitrary command execution vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34615, ,Not Yet Assigned
 ,aruba -- clearpass_policy_manager,"A remote SQL injection vulnerability was discovered in Aruba ClearPass Policy Manager version(s): Prior to 6.10.0, 6.9.6 and 6.8.9. Aruba has released updates to ClearPass Policy Manager that address this security vulnerability.",2021-07-08,not yet calculated,CVE-2021-34609, ,Not Yet Assigned
 ,autodesk -- autodesk,"A maliciously crafted TIFF file in Autodesk 2018, 2017, 2013, 2012, 2011 can be forced to read and write beyond allocated boundaries when parsing the TIFF file. This vulnerability can be exploited to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27039, ,Not Yet Assigned
 ,autodesk -- autodesk,"A maliciously crafted PNG, PDF or DWF file in Autodesk 2018, 2017, 2013, 2012, 2011 can be used to attempt to free an object that has already been freed while parsing them. This vulnerability can be exploited by remote attackers to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27037, ,Not Yet Assigned
 ,autodesk -- autodesk,"A heap-based buffer overflow could occur while parsing PICT or TIFF files in Autodesk 2018, 2017, 2013, 2012, 2011. This vulnerability can be exploited to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27034, ,Not Yet Assigned
 ,autodesk -- autodesk,"A Type Confusion vulnerability in Autodesk 2018, 2017, 2013, 2012, 2011 can occur when processing a maliciously crafted PDF file. An attacker can leverage this to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27038, ,Not Yet Assigned
 ,autodesk -- autodesk,"A maliciously crafted PDF, PICT or TIFF file can be used to write beyond the allocated buffer while parsing PDF, PICT or TIFF files in Autodesk 2018, 2017, 2013, 2012, 2011. This vulnerability can be exploited to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27036, ,Not Yet Assigned
 ,autodesk -- autodesk,"A maliciously crafted TIFF, PDF, PICT or DWF files in Autodesk 2018, 2017, 2013, 2012, 2011 can be forced to read beyond allocated boundaries when parsing the TIFF, PDF, PICT or DWF files. This vulnerability can be exploited to execute arbitrary code.",2021-07-09,not yet calculated,CVE-2021-27035, ,Not Yet Assigned
 ,autodesk -- design_review,A Double Free vulnerability allows remote attackers to execute arbitrary code on PDF files within affected installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.,2021-07-09,not yet calculated,CVE-2021-27033, ,Not Yet Assigned
 ,baigo -- cms,A cross site scripting vulnerability in baigo CMS v4.0-beta-1 allows attackers to execute arbitrary web scripts or HTML via the form parameter post to /public/console/profile/info-submit/.,2021-07-08,not yet calculated,CVE-2020-20584, ,Not Yet Assigned
 ,blackcat_cms -- blackcat_cms,A stored cross site scripting (XSS) vulnerability in the 'Admin-Tools' feature of BlackCat CMS 1.3.6 allows authenticated attackers to execute arbitrary web scripts or HTML via crafted payloads entered into the 'Output Filters' and 'Droplets' modules.,2021-07-09,not yet calculated,CVE-2020-25878, ,Not Yet Assigned
 ,blackcat_cms -- blackcat_cms,A stored cross site scripting (XSS) vulnerability in the 'Add Page' feature of BlackCat CMS 1.3.6 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the 'Title' parameter.,2021-07-09,not yet calculated,CVE-2020-25877, ,Not Yet Assigned
 ,cisco -- adaptive_security_device_manager,"A vulnerability in the Cisco Adaptive Security Device Manager (ASDM) Launcher could allow an unauthenticated, remote attacker to execute arbitrary code on a user's operating system. This vulnerability is due to a lack of proper signature verification for specific code exchanged between the ASDM and the Launcher. An attacker could exploit this vulnerability by leveraging a man-in-the-middle position on the network to intercept the traffic between the Launcher and the ASDM and then inject arbitrary code. A successful exploit could allow the attacker to execute arbitrary code on the user's operating system with the level of privileges assigned to the ASDM Launcher. A successful exploit may require the attacker to perform a social engineering attack to persuade the user to initiate communication from the Launcher to the ASDM.",2021-07-08,not yet calculated,CVE-2021-1585, ,Not Yet Assigned
 ,cisco -- asyncos,"A vulnerability in the configuration management of Cisco AsyncOS for Cisco Web Security Appliance (WSA) could allow an authenticated, remote attacker to perform command injection and elevate privileges to root. This vulnerability is due to insufficient validation of user-supplied XML input for the web interface. An attacker could exploit this vulnerability by uploading crafted XML configuration files that contain scripting code to a vulnerable device. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system and elevate privileges to root. An attacker would need a valid user account with the rights to upload configuration files to exploit this vulnerability.",2021-07-08,not yet calculated,CVE-2021-1359, ,Not Yet Assigned
 ,cisco -- broadworks_application_server,"A vulnerability in the XSI-Actions interface of Cisco BroadWorks Application Server could allow an authenticated, remote attacker to access sensitive information on an affected system. This vulnerability is due to improper input validation and authorization of specific commands that a user can execute within the XSI-Actions interface. An attacker could exploit this vulnerability by authenticating to an affected device and issuing a specific set of commands. A successful exploit could allow the attacker to join a Call Center instance and have calls that they do not have permissions to access distributed to them from the Call Center queue. At the time of publication, Cisco had not released updates that address this vulnerability for Cisco BroadWorks Application Server. However, firmware patches are available.",2021-07-08,not yet calculated,CVE-2021-1562, ,Not Yet Assigned
 ,cisco -- business_process_automation,"Multiple vulnerabilities in the web-based management interface of Cisco Business Process Automation (BPA) could allow an authenticated, remote attacker to elevate privileges to Administrator. These vulnerabilities are due to improper authorization enforcement for specific features and for access to log files that contain confidential information. An attacker could exploit these vulnerabilities either by submitting crafted HTTP messages to an affected system and performing unauthorized actions with the privileges of an administrator, or by retrieving sensitive data from the logs and using it to impersonate a legitimate privileged user. A successful exploit could allow the attacker to elevate privileges to Administrator.",2021-07-08,not yet calculated,CVE-2021-1574, ,Not Yet Assigned
 ,cisco -- business_process_automation,"Multiple vulnerabilities in the web-based management interface of Cisco Business Process Automation (BPA) could allow an authenticated, remote attacker to elevate privileges to Administrator. These vulnerabilities are due to improper authorization enforcement for specific features and for access to log files that contain confidential information. An attacker could exploit these vulnerabilities either by submitting crafted HTTP messages to an affected system and performing unauthorized actions with the privileges of an administrator, or by retrieving sensitive data from the logs and using it to impersonate a legitimate privileged user. A successful exploit could allow the attacker to elevate privileges to Administrator.",2021-07-08,not yet calculated,CVE-2021-1576, ,Not Yet Assigned
 ,cisco -- identity_services_engine,"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user. These vulnerabilities exist because the web-based management interface does not sufficiently validate user-supplied input. An attacker could exploit these vulnerabilities by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker would need valid administrative credentials.",2021-07-08,not yet calculated,CVE-2021-1607, ,Not Yet Assigned
 ,cisco -- identity_services_engine,"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user. These vulnerabilities exist because the web-based management interface does not sufficiently validate user-supplied input. An attacker could exploit these vulnerabilities by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker would need valid administrative credentials.",2021-07-08,not yet calculated,CVE-2021-1606, ,Not Yet Assigned
 ,cisco -- identity_services_engine,"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user. These vulnerabilities exist because the web-based management interface does not sufficiently validate user-supplied input. An attacker could exploit these vulnerabilities by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker would need valid administrative credentials.",2021-07-08,not yet calculated,CVE-2021-1605, ,Not Yet Assigned
 ,cisco -- identity_services_engine,"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user. These vulnerabilities exist because the web-based management interface does not sufficiently validate user-supplied input. An attacker could exploit these vulnerabilities by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker would need valid administrative credentials.",2021-07-08,not yet calculated,CVE-2021-1604, ,Not Yet Assigned
 ,cisco -- identity_services_engine,"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user. These vulnerabilities exist because the web-based management interface does not sufficiently validate user-supplied input. An attacker could exploit these vulnerabilities by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker would need valid administrative credentials.",2021-07-08,not yet calculated,CVE-2021-1603, ,Not Yet Assigned
 ,cisco -- video_surveillance_7000_ip_cameras,"Multiple vulnerabilities in the Link Layer Discovery Protocol (LLDP) implementation for Cisco Video Surveillance 7000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (DoS) condition on an affected device. These vulnerabilities are due to incorrect processing of certain LLDP packets at ingress time. An attacker could exploit these vulnerabilities by sending crafted LLDP packets to an affected device. A successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a DoS condition. Note: LLDP is a Layer 2 protocol. To exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent).",2021-07-08,not yet calculated,CVE-2021-1598, ,Not Yet Assigned
 ,cisco -- video_surveillance_7000_series_ip_cameras,"Multiple vulnerabilities in the Link Layer Discovery Protocol (LLDP) implementation for Cisco Video Surveillance 7000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (DoS) condition on an affected device. These vulnerabilities are due to incorrect processing of certain LLDP packets at ingress time. An attacker could exploit these vulnerabilities by sending crafted LLDP packets to an affected device. A successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a DoS condition. Note: LLDP is a Layer 2 protocol. To exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent).",2021-07-08,not yet calculated,CVE-2021-1597, ,Not Yet Assigned
 ,cisco -- video_surveillance_7000_series_ip_cameras,"Multiple vulnerabilities in the Link Layer Discovery Protocol (LLDP) implementation for Cisco Video Surveillance 7000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (DoS) condition on an affected device. These vulnerabilities are due to incorrect processing of certain LLDP packets at ingress time. An attacker could exploit these vulnerabilities by sending crafted LLDP packets to an affected device. A successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a DoS condition. Note: LLDP is a Layer 2 protocol. To exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent).",2021-07-08,not yet calculated,CVE-2021-1595, ,Not Yet Assigned
 ,cisco -- video_surveillance_7000_series_ip_cameras,"Multiple vulnerabilities in the Link Layer Discovery Protocol (LLDP) implementation for Cisco Video Surveillance 7000 Series IP Cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (DoS) condition on an affected device. These vulnerabilities are due to incorrect processing of certain LLDP packets at ingress time. An attacker could exploit these vulnerabilities by sending crafted LLDP packets to an affected device. A successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a DoS condition. Note: LLDP is a Layer 2 protocol. To exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (Layer 2 adjacent).",2021-07-08,not yet calculated,CVE-2021-1596, ,Not Yet Assigned
 ,cisco -- virtualized_voice_browser,"A vulnerability in the web-based management interface of Cisco Virtualized Voice Browser could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface. This vulnerability exists because the web-based management interface does not properly validate user-supplied input. An attacker could exploit this vulnerability by persuading a user of an affected interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information.",2021-07-08,not yet calculated,CVE-2021-1575, ,Not Yet Assigned
 ,codoforum -- codoforum,A stored cross site scripting (XSS) vulnerability in the 'Manage Users' feature of Codoforum v5.0.2 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the 'Username' parameter.,2021-07-09,not yet calculated,CVE-2020-25879, ,Not Yet Assigned
 ,codoforum -- codoforum,A stored cross site scripting (XSS) vulnerability in the 'Smileys' feature of Codoforum v5.0.2 allows authenticated attackers to execute arbitrary web scripts or HTML via crafted payload entered into the 'Smiley Code' parameter.,2021-07-09,not yet calculated,CVE-2020-25875, ,Not Yet Assigned
 ,codoforum -- codoforum,A stored cross site scripting (XSS) vulnerability in the 'Pages' feature of Codoforum v5.0.2 allows authenticated attackers to execute arbitrary web scripts or HTML via crafted payload entered into the 'Page Title' parameter.,2021-07-09,not yet calculated,CVE-2020-25876, ,Not Yet Assigned
 ,csz-cms -- csz-cms,A cross site scripting vulnerability in CSZ CMS 1.2.9 allows attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the 'New Pages' field under the 'Pages Content' module.,2021-07-09,not yet calculated,CVE-2020-25391, ,Not Yet Assigned
 ,csz-cms -- csz-cms,A cross site scripting (XSS) vulnerability in CSZ CMS 1.2.9 allows attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the 'New Article' field under the 'Article' plugin.,2021-07-09,not yet calculated,CVE-2020-25392, ,Not Yet Assigned
 ,dotAdmin/#/c/containers -- dotAdmin/#/c/containers,A stored cross site scripting (XSS) vulnerability in dotAdmin/#/c/c_Images of dotCMS 21.05.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload entered into the 'Title' and 'Filename' parameters.,2021-07-09,not yet calculated,CVE-2021-35358, ,Not Yet Assigned
 ,dotAdmin/#/c/containers -- dotAdmin/#/c/containers,A reflected cross site scripting (XSS) vulnerability in dotAdmin/#/c/containers of dotCMS 21.05.1 allows attackers to execute arbitrary commands or HTML via a crafted payload.,2021-07-09,not yet calculated,CVE-2021-35360, ,Not Yet Assigned
 ,dotAdmin/#/c/containers -- dotAdmin/#/c/containers,A reflected cross site scripting (XSS) vulnerability in dotAdmin/#/c/links of dotCMS 21.05.1 allows attackers to execute arbitrary commands or HTML via a crafted payload.,2021-07-09,not yet calculated,CVE-2021-35361, ,Not Yet Assigned
 ,ecplise -- tinydtls,"Eclipse TinyDTLS through 0.9-rc1 relies on the rand function in the C library, which makes it easier for remote attackers to compute the master key and then decrypt DTLS traffic.",2021-07-08,not yet calculated,CVE-2021-34430, ,Not Yet Assigned
 ,edgex -- foundry,"EdgeX Foundry is an open source project for building a common open framework for internet-of-things edge computing. A vulnerability exists in the Edinburgh, Fuji, Geneva, and Hanoi versions of the software. When the EdgeX API gateway is configured for OAuth2 authentication and a proxy user is created, the client_id and client_secret required to obtain an OAuth2 authentication token are set to the username of the proxy user. A remote network attacker can then perform a dictionary-based password attack on the OAuth2 token endpoint of the API gateway to obtain an OAuth2 authentication token and use that token to make authenticated calls to EdgeX microservices from an untrusted network. OAuth2 is the default authentication method in EdgeX Edinburgh release. The default authentication method was changed to JWT in Fuji and later releases. Users should upgrade to the EdgeX Ireland release to obtain the fix. The OAuth2 authentication method is disabled in Ireland release. If unable to upgrade and OAuth2 authentication is required, users should create OAuth2 users directly using the Kong admin API and forgo the use of the `security-proxy-setup` tool to create OAuth2 users.",2021-07-09,not yet calculated,CVE-2021-32753, ,Not Yet Assigned
 ,elecom -- multiple_products,"WRC-1167FS-W, WRC-1167FS-B, and WRC-1167FSA all versions allow an unauthenticated network-adjacent attacker to obtain sensitive information via unspecified vectors.",2021-07-07,not yet calculated,CVE-2021-20738, ,Not Yet Assigned
 ,emissary-ingress -- emissary-ingress,"Emissary-Ingress (formerly Ambassador API Gateway) through 1.13.9 allows attackers to bypass client certificate requirements (i.e., mTLS cert_required) on backend upstreams when more than one TLSContext is defined and at least one configuration exists that does not require client certificate authentication. The attacker must send an SNI specifying an unprotected backend and an HTTP Host header specifying a protected backend.",2021-07-09,not yet calculated,CVE-2021-36371, ,Not Yet Assigned
 ,ether_logs -- ether_logs,"Ether Logs is a package that allows one to check one's logs in the Craft 3 utilities section. A vulnerability was found in versions prior to 3.0.4 that allowed authenticated admin users to access any file on the server. The vulnerability has been fixed in version 3.0.4. As a workaround, one may disable the plugin if untrustworthy sources have admin access.",2021-07-09,not yet calculated,CVE-2021-32752, ,Not Yet Assigned
 ,fork -- fork,Arbitrary file upload vulnerability in Fork CMS 5.9.2 allows attackers to create or replace arbitrary files in the /themes directory via a crafted zip file uploaded to the Themes panel.,2021-07-07,not yet calculated,CVE-2021-28931, ,Not Yet Assigned
 ,fortinet -- fortiap,An improper neutralization of special elements used in an OS Command vulnerability in FortiAP's console 6.4.1 through 6.4.5 and 6.2.4 through 6.2.5 may allow an authenticated attacker to execute unauthorized commands by running the kdbg CLI command with specifically crafted arguments.,2021-07-09,not yet calculated,CVE-2021-26106, ,Not Yet Assigned
 ,fortinet -- fortimail,Multiple improper neutralization of special elements of SQL commands vulnerabilities in FortiMail before 6.4.4 may allow a non-authenticated attacker to execute unauthorized code or commands via specifically crafted HTTP requests.,2021-07-09,not yet calculated,CVE-2021-24007, ,Not Yet Assigned
 ,fortinet -- fortimail,"A missing cryptographic step in the implementation of the hash digest algorithm in FortiMail 6.4.0 through 6.4.4, and 6.2.0 through 6.2.7 may allow an unauthenticated attacker to tamper with signed URLs by appending further data which allows bypass of signature verification.",2021-07-09,not yet calculated,CVE-2021-24020, ,Not Yet Assigned
 ,fortinet -- fortimail,A missing cryptographic step in the Identity-Based Encryption service of FortiMail before 7.0.0 may allow an unauthenticated attacker who intercepts the encrypted messages to manipulate them in such a way that makes the tampering and the recovery of the plaintexts possible.,2021-07-09,not yet calculated,CVE-2021-26100, ,Not Yet Assigned
 ,fortinet -- fortimail,Multiple instances of incorrect calculation of buffer size in the Webmail and Administrative interface of FortiMail before 6.4.5 may allow an authenticated attacker with regular webmail access to trigger a buffer overflow and to possibly execute unauthorized code or commands via specifically crafted HTTP requests.,2021-07-09,not yet calculated,CVE-2021-22129, ,Not Yet Assigned
 ,fortinet -- fortisandbox,A concurrent execution using shared resource with improper synchronization ('race condition') in the command shell of FortiSandbox before 3.2.2 may allow an authenticated attacker to bring the system into an unresponsive state via specifically orchestrated sequences of commands.,2021-07-09,not yet calculated,CVE-2020-29014, ,Not Yet Assigned
 ,foxit -- reader,"Foxit Reader before 10.1.4 and PhantomPDF before 10.1.4 produce incorrect PDF document signatures because the certificate name, document owner, and signature author are mishandled.",2021-07-09,not yet calculated,CVE-2021-33795, ,Not Yet Assigned
 ,foxit -- reader,Foxit Reader before 10.1.4 and PhantomPDF before 10.1.4 have an out-of-bounds write via a crafted /Size key in the Trailer dictionary.,2021-07-09,not yet calculated,CVE-2021-33792, ,Not Yet Assigned
 ,google -- android,Improper input validation vulnerability in AR Emoji Editor prior to version 4.4.03.5 in Android Q(10.0) and above allows untrusted applications to access arbitrary files with an escalated privilege.,2021-07-08,not yet calculated,CVE-2021-25441, ,Not Yet Assigned
 ,google -- android,Improper authorization in handler for custom URL scheme vulnerability in GU App for Android versions from 4.8.0 to 5.0.2 allows a remote attacker to lead a user to access an arbitrary website via the vulnerable App.,2021-07-07,not yet calculated,CVE-2021-20777, ,Not Yet Assigned
 ,hms -- ewon_ecatcher,"In HMS Ewon eCatcher through 6.6.4, weak filesystem permissions could allow malicious users to access files that could lead to sensitive information disclosure, modification of configuration files, or disruption of normal system operation.",2021-07-09,not yet calculated,CVE-2021-33214, ,Not Yet Assigned
 ,ibm -- app_connect_enterprise_certified_container,"IBM App Connect Enterprise Certified Container 1.0, 1.1, 1.2, and 1.3 could allow a privileged user to obtain sensitive information from internal log files. IBM X-Force ID: 202212.",2021-07-07,not yet calculated,CVE-2021-29759, ,Not Yet Assigned
