advisory_id,cwe,publication_url,summary,advisory_title,last_updated,cves,first_published,product_names,cvrfUrl,bug_ids,sir,cvss_base_score
b'cisco-sa-anyconnect-pos-dll-ff8j6dFv',CWE-367,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-pos-dll-ff8j6dFv',"b'<p>A vulnerability in the DLL loading mechanism of Cisco&nbsp;AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to perform a DLL hijacking attack on an affected device if the VPN Posture (HostScan) Module is installed on the AnyConnect client.</p>\n<p>This vulnerability is due to a race condition in the signature verification process for DLL files that are loaded on an affected device. An attacker could exploit this vulnerability by sending a series of crafted interprocess communication (IPC) messages to the AnyConnect process. A successful exploit could allow the attacker to execute arbitrary code on the affected device with <em>SYSTEM</em> privileges. To exploit this vulnerability, the attacker must have valid credentials on the Windows system.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-pos-dll-ff8j6dFv"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-pos-dll-ff8j6dFv</a></p>'",b'Cisco AnyConnect Secure Mobility Client for Windows with VPN Posture (HostScan) Module DLL Hijacking Vulnerability',b'2021-06-16T16:00:00',CVE-2021-1567,b'2021-06-16T16:00:00',Cisco AnyConnect Secure Mobility Client ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-pos-dll-ff8j6dFv/cvrf/cisco-sa-anyconnect-pos-dll-ff8j6dFv_cvrf.xml',CSCvx52084,b'High',b'7.0'
b'cisco-sa-lasso-saml-jun2021-DOXNRLkD',CWE-269,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD',"b'<p>On June 1, 2021, Lasso disclosed a security vulnerability in the Lasso Security Assertion Markup Language (SAML) Single Sign-On (SSO) library. This vulnerability could allow an authenticated attacker to impersonate another authorized user when interacting with an application.</p>\r\n<p>For a description of this vulnerability, see <a href=""https://git.entrouvert.org/lasso.git/tree/NEWS?id=v2.7.0"" target=""_blank"" rel=""noopener"">lasso.git NEWS</a>.</p>\r\n<p>This advisory will be updated as additional information becomes available.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD</a></p>'",b'Lasso SAML Implementation Vulnerability Affecting Cisco Products: June 2021',b'2021-06-15T21:37:02',CVE-2021-28091,b'2021-06-01T12:30:00',NA,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD/cvrf/cisco-sa-lasso-saml-jun2021-DOXNRLkD_cvrf.xml',NA,b'High',b'NA'
b'cisco-sa-asr5k-autho-bypass-mJDF5S7n',CWE-863,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n',"b'<p>Multiple vulnerabilities in the authorization process of Cisco&nbsp;ASR 5000 Series Software (StarOS) could allow an authenticated, remote attacker to bypass authorization and execute a subset of CLI commands on an affected device.</p>\n<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n</a></p>'",b'Cisco ASR 5000 Series Software Authorization Bypass Vulnerabilities',b'2021-06-02T16:00:00',CVE-2021-1539	CVE-2021-1540,b'2021-06-02T16:00:00',Cisco ASR 5000 Series Software ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n/cvrf/cisco-sa-asr5k-autho-bypass-mJDF5S7n_cvrf.xml',CSCvu85001	CSCvv33622,b'High',b'8.1'
b'cisco-sa-webex-player-kOf8zVT',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT',"b'<p>A vulnerability in Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>\r\n<p>This vulnerability is due to insufficient validation of values in Webex recording files that are in Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a user a malicious WRF file through a link or email attachment and persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT</a></p>'",b'Cisco Webex Player Memory Corruption Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1526,b'2021-06-02T16:00:00',Cisco Webex Meetings 	Cisco Webex Network Recording Player ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT/cvrf/cisco-sa-webex-player-kOf8zVT_cvrf.xml',CSCvx58407,b'High',b'7.8'
b'cisco-sa-webex-player-dOJ2jOJ',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ',"b'<div>\n<p>A vulnerability in Cisco&nbsp;Webex Network Recording Player for Windows and MacOS and Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>\n<p>The vulnerability is due to insufficient validation of values within Webex recording files formatted as either Advanced Recording Format (ARF) or Webex Recording Format (WRF). An attacker could exploit the vulnerability by sending a user a malicious ARF or WRF file through a link or email attachment and persuading the user to open the file. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ</a></p>\n</div>'",b'Cisco Webex Network Recording Player and Webex Player Memory Corruption Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1502,b'2021-06-02T16:00:00',Cisco Webex Meetings 	Cisco Webex Network Recording Player ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ/cvrf/cisco-sa-webex-player-dOJ2jOJ_cvrf.xml',CSCvx30404,b'High',b'7.8'
b'cisco-sa-webex-multimedia-26DpqVRO',CWE-693,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO',"b'<p>A vulnerability in the multimedia viewer feature of Cisco&nbsp;Webex Meetings and Cisco&nbsp;Webex Meetings Server could allow an authenticated, remote attacker to bypass security protections.</p>\n<p>This vulnerability is due to unsafe handling of shared content within the multimedia viewer feature. An attacker could exploit this vulnerability by sharing a file through the multimedia viewer feature. A successful exploit could allow the attacker to bypass security protections and prevent warning dialogs from appearing before files are offered to other users.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO</a></p>'",b'Cisco Webex Meetings and Webex Meetings Server Multimedia Sharing Security Bypass Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1517,b'2021-06-02T16:00:00',Cisco WebEx Meetings Server 	Cisco Webex Meetings Desktop App ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO/cvrf/cisco-sa-webex-multimedia-26DpqVRO_cvrf.xml',CSCvx80691	CSCvx82557,b'Medium',b'5.0'
b'cisco-sa-webex-dll-inject-XNmcSGTU',CWE-427,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU',"b'<p>A vulnerability in Cisco&nbsp;Webex Meetings Desktop App for Windows, Cisco&nbsp;Webex Meetings Server, Cisco&nbsp;Webex Network Recording Player for Windows, and Cisco&nbsp;Webex Teams for Windows could allow an authenticated, local attacker to perform a DLL injection attack on an affected device. To exploit this vulnerability, the attacker must have valid credentials on the Windows system.</p>\n<p>This vulnerability is due to incorrect handling of directory paths at run time. An attacker could exploit this vulnerability by inserting a configuration file in a specific path in the system, which can cause a malicious DLL file to be loaded when the application starts. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of another user account.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU</a></p>'","b'Cisco Webex Meetings, Webex Network Recording Player, and Webex Teams DLL Injection Vulnerability'",b'2021-06-02T16:00:00',CVE-2021-1536,b'2021-06-02T16:00:00',Cisco Webex Teams 	Cisco Webex Network Recording Player 	Cisco Webex Meetings Desktop App ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU/cvrf/cisco-sa-webex-dll-inject-XNmcSGTU_cvrf.xml',CSCvw48667	CSCvw79311	CSCvw79321,b'Medium',b'4.8'
b'cisco-sa-webex-8fpBnKOz',CWE-497,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz',"b'<p>A vulnerability in logging mechanisms of Cisco&nbsp;Webex Meetings client software could allow an authenticated, local attacker to gain access to sensitive information.</p>\r\n<p>This vulnerability is due to unsafe logging of application actions. An attacker could exploit this vulnerability by logging onto the local system and accessing files containing the logged details. A successful exploit could allow the attacker to gain access to sensitive information, including meeting data and recorded meeting transcriptions.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz</a></p>'",b'Cisco Webex Meetings Client Software Logging Information Disclosure Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1544,b'2021-06-02T16:00:00',Cisco Webex Meetings ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz/cvrf/cisco-sa-webex-8fpBnKOz_cvrf.xml',CSCvx88066,b'Medium',b'5.5'
b'cisco-sa-te-recorder-infodis-mx3ETTBM',CWE-522,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM',"b'<p>A vulnerability in the installer software of Cisco&nbsp;ThousandEyes Recorder could allow an unauthenticated, local attacker to access sensitive information that is contained in the ThousandEyes Recorder installer software.</p>\r\n<p>This vulnerability exists because sensitive information is included in the application installer. An attacker could exploit this vulnerability by downloading the installer and extracting its contents. A successful exploit could allow the attacker to access sensitive information that is included in the application installer.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM</a></p>'",b'Cisco ThousandEyes Recorder Information Disclosure Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1537,b'2021-06-02T16:00:00',Cisco ThousandEyes Recorder Application ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM/cvrf/cisco-sa-te-recorder-infodis-mx3ETTBM_cvrf.xml',CSCvx91463,b'Medium',b'6.2'
b'cisco-sa-CSPC-CIV-kDuBfNfu',CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu',"b'<p>A vulnerability in the configuration dashboard of Cisco&nbsp;Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to execute arbitrary code.</p>\n<p>This vulnerability is due to insufficient sanitization of configuration entries. An attacker could exploit this vulnerability by logging in as a super admin and entering crafted input to configuration options on the CSPC configuration dashboard. A successful exploit could allow the attacker to execute remote code as <em>root</em>.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu</a></p>'",b'Cisco Common Services Platform Collector Command Injection Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1538,b'2021-06-02T16:00:00',Cisco Common Services Platform Collector Software ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu/cvrf/cisco-sa-CSPC-CIV-kDuBfNfu_cvrf.xml',CSCvx73324,b'Medium',b'4.7'
b'cisco-sa-sd-wan-fuErCWwF',CWE-250,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF',"b'<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local&nbsp;attacker to gain elevated privileges on an affected system.<br>&nbsp;<br>This vulnerability exists because the affected software does not properly restrict access to privileged processes. An attacker could exploit this vulnerability by invoking a privileged process in the affected system. A successful exploit could allow the attacker to perform actions with the privileges of the <em>root</em> user.<br>&nbsp;<br>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF</a></p>'",b'Cisco SD-WAN Software Privilege Escalation Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1528,b'2021-06-02T16:00:00',Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF/cvrf/cisco-sa-sd-wan-fuErCWwF_cvrf.xml',CSCvx49259,b'High',b'7.8'
b'cisco-sa-webex-player-kxtkFbnR',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR',"b'<p>A vulnerability in Cisco&nbsp;Webex Player for Windows and MacOS could allow an&nbsp;attacker to cause the affected software to terminate or to gain access to memory state information that is related to the vulnerable application.</p>\r\n<p>The vulnerability is due to insufficient validation of values in Webex recording files that are stored in Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a malicious WRF file to a user as a link or email attachment and then persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to crash the affected software and view memory state information.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR</a></p>'",b'Cisco Webex Player Memory Corruption Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1527,b'2021-06-02T16:00:00',Cisco Webex Meetings 	Cisco Webex Network Recording Player ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR/cvrf/cisco-sa-webex-player-kxtkFbnR_cvrf.xml',CSCvx58427,b'Medium',b'5.3'
b'cisco-sa-webex-player-rCFDeVj2',CWE-119,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2',"b'<p>A vulnerability in Cisco&nbsp;Webex Network Recording Player for Windows and MacOS and Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>\n<p>This vulnerability is due to insufficient validation of values in Webex recording files that are in either Advanced Recording Format (ARF) or Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a user a malicious ARF or WRF file through a link or email attachment and persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2</a></p>'",b'Cisco Webex Network Recording Player and Webex Player Memory Corruption Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1503,b'2021-06-02T16:00:00',Cisco Webex Meetings 	Cisco Webex Network Recording Player ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2/cvrf/cisco-sa-webex-player-rCFDeVj2_cvrf.xml',CSCvx30405	CSCvx30412,b'High',b'7.8'
b'cisco-sa-webex-redirect-XuZFU3PH',CWE-601,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH',"b'<p>A vulnerability in Cisco&nbsp;Webex Meetings and Cisco&nbsp;Webex Meetings Server could allow an unauthenticated, remote attacker to redirect users to a malicious file.</p>\r\n<p>This vulnerability is due to improper validation of URL paths in the application interface. An attacker could exploit this vulnerability by persuading a user to follow a specially crafted URL that is designed to cause Cisco&nbsp;Webex Meetings to include a remote file in the web UI.&nbsp;A successful exploit could allow the attacker to cause the application to offer a remote file to a user, which could allow the attacker to conduct further phishing or spoofing attacks.</p>\r\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\r\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH</a></p>'",b'Cisco Webex Meetings and Webex Meetings Server File Redirect Vulnerability',b'2021-06-02T16:00:00',CVE-2021-1525,b'2021-06-02T16:00:00',Cisco WebEx Meetings Server 	Cisco Webex Meetings ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH/cvrf/cisco-sa-webex-redirect-XuZFU3PH_cvrf.xml',CSCvx80708	CSCvx82562,b'Medium',b'4.7'
b'cisco-sa-pi-epnm-cmd-inj-YU5e6tB3',CWE-78,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3',"b'<p>A vulnerability in the web-based management interface of Cisco&nbsp;Prime Infrastructure and Evolved Programmable Network (EPN) Manager could allow an authenticated, remote attacker to execute arbitrary commands on an affected system.</p>\n<p>The vulnerability is due to insufficient validation of user-supplied input to the web-based management interface. An attacker could exploit this vulnerability by sending crafted HTTP requests to the interface. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system (OS) with the permissions of a special non-<em>root</em> user. In this way, an attacker could take control of the affected system, which would allow them to obtain and alter sensitive data. The attacker could also affect the devices that are managed by the affected system by pushing arbitrary configuration files, retrieving device credentials and confidential information, and ultimately undermining the stability of the devices, causing a denial of service (DoS) condition.</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3</a></p>'",b'Cisco Prime Infrastructure and Cisco Evolved Programmable Network Manager Command Injection Vulnerability',b'2021-05-19T16:00:00',CVE-2021-1487,b'2021-05-19T16:00:00',Cisco Prime Infrastructure 	Cisco Evolved Programmable Network Manager (EPNM) ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3/cvrf/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3_cvrf.xml',CSCvw07763	CSCvw67903,b'High',b'8.8'
b'cisco-sa-cml-cmd-inject-N4VYeQXB',CWE-88,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB',"b'<p>A vulnerability in the web UI of Cisco&nbsp;Modeling Labs could allow an authenticated, remote attacker to execute arbitrary commands with the privileges of the web application on the underlying operating system of an affected Cisco&nbsp;Modeling Labs server.</p>\n<p>This vulnerability is due to insufficient validation of user-supplied input to the web UI. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected server. A successful exploit could allow the attacker to execute arbitrary commands with the privileges of the web application, <em>virl2</em>, on the underlying operating system of the affected server. To exploit this vulnerability, the attacker must have valid user credentials on the web UI.&nbsp;</p>\n<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB"" rel=""nofollow"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB</a></p>'",b'Cisco Modeling Labs Web UI Command Injection Vulnerability',b'2021-05-19T16:00:00',CVE-2021-1531,b'2021-05-19T16:00:00',Cisco Modeling Labs ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB/cvrf/cisco-sa-cml-cmd-inject-N4VYeQXB_cvrf.xml',CSCvx78835,b'High',b'8.8'
b'cisco-sa-sb-wap-inject-Mp9FSdG',CWE-77,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG',"b'<p>Multiple vulnerabilities in the web-based management interface of certain Cisco&nbsp;Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to perform command injection attacks against an affected device.</p>\n<p>These vulnerabilities are due to improper validation of user-supplied input. An attacker could exploit these vulnerabilities by sending crafted HTTP requests to the web-based management interface of an affected system. A successful exploit could allow the attacker to execute arbitrary commands with <em>root</em>&nbsp;privileges on the device. To exploit these vulnerabilities, the attacker must have valid administrative&nbsp;credentials for the device.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG</a></p>'","b'Cisco\xc2\xa0Small Business 100, 300, and 500 Series Wireless Access Points Command Injection Vulnerabilities'",b'2021-05-19T16:00:00',CVE-2021-1547	CVE-2021-1548	CVE-2021-1549	CVE-2021-1550	CVE-2021-1551	CVE-2021-1552	CVE-2021-1553	CVE-2021-1554	CVE-2021-1555,b'2021-05-19T16:00:00',Cisco Business Wireless Access Point Software ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG/cvrf/cisco-sa-sb-wap-inject-Mp9FSdG_cvrf.xml',CSCvx46599,b'Medium',b'4.7'
b'cisco-sa-dnasp-conn-cmdinj-HOj4YV5n',CWE-78	CWE-88,b'https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n',"b'<p>Multiple vulnerabilities in Cisco&nbsp;DNA Spaces Connector could allow an authenticated, remote attacker to perform a command injection attack on an affected device.</p>\n<p>These vulnerabilities are due to insufficient input sanitization when executing affected commands. A high-privileged attacker could exploit these vulnerabilities on a Cisco&nbsp;DNA Spaces Connector by injecting crafted input during command execution. A successful exploit could allow the attacker to execute arbitrary commands as <em>root</em> within the Connector docker container.</p>\n<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>\n<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n</a></p>'",b'Cisco DNA Spaces Connector Command Injection Vulnerabilities',b'2021-05-19T16:00:00',CVE-2021-1559	CVE-2021-1560,b'2021-05-19T16:00:00',Cisco DNA Spaces Connector ,b'https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n/cvrf/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n_cvrf.xml',CSCvx27097	CSCvx27099,b'Medium',b'6.5'
