advisory_title,bug_ids,cwe,summary,cvss_base_score,cves,publication_url,last_updated,sir,product_names,first_published,advisory_id,cvrfUrl
Cisco Webex Meetings and Webex Meetings Server Multimedia Sharing Security Bypass Vulnerability,CSCvx80691	CSCvx82557,CWE-693,"A vulnerability in the multimedia viewer feature of Cisco Webex Meetings and Cisco Webex Meetings Server could allow an authenticated, remote attacker to bypass security protections. This vulnerability is due to unsafe handling of shared content within the multimedia viewer feature. An attacker could exploit this vulnerability by sharing a file through the multimedia viewer feature. A successful exploit could allow the attacker to bypass security protections and prevent warning dialogs from appearing before files are offered to other users. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO",5.0,CVE-2021-1517,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO,2021-06-02T16:00:00,Medium,Cisco WebEx Meetings Server 	Cisco Webex Meetings Desktop App ,2021-06-02T16:00:00,cisco-sa-webex-multimedia-26DpqVRO,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO/cvrf/cisco-sa-webex-multimedia-26DpqVRO_cvrf.xml
"Cisco Webex Meetings, Webex Network Recording Player, and Webex Teams DLL Injection Vulnerability",CSCvw48667	CSCvw79311	CSCvw79321,CWE-427,"A vulnerability in Cisco Webex Meetings Desktop App for Windows, Cisco Webex Meetings Server, Cisco Webex Network Recording Player for Windows, and Cisco Webex Teams for Windows could allow an authenticated, local attacker to perform a DLL injection attack on an affected device. To exploit this vulnerability, the attacker must have valid credentials on the Windows system. This vulnerability is due to incorrect handling of directory paths at run time. An attacker could exploit this vulnerability by inserting a configuration file in a specific path in the system, which can cause a malicious DLL file to be loaded when the application starts. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of another user account. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU",4.8,CVE-2021-1536,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU,2021-06-02T16:00:00,Medium,Cisco Webex Teams 	Cisco Webex Network Recording Player 	Cisco Webex Meetings Desktop App ,2021-06-02T16:00:00,cisco-sa-webex-dll-inject-XNmcSGTU,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU/cvrf/cisco-sa-webex-dll-inject-XNmcSGTU_cvrf.xml
Cisco Webex Meetings Client Software Logging Information Disclosure Vulnerability,CSCvx88066,CWE-497,"A vulnerability in logging mechanisms of Cisco Webex Meetings client software could allow an authenticated, local attacker to gain access to sensitive information. This vulnerability is due to unsafe logging of application actions. An attacker could exploit this vulnerability by logging onto the local system and accessing files containing the logged details. A successful exploit could allow the attacker to gain access to sensitive information, including meeting data and recorded meeting transcriptions. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz",5.5,CVE-2021-1544,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz,2021-06-02T16:00:00,Medium,Cisco Webex Meetings ,2021-06-02T16:00:00,cisco-sa-webex-8fpBnKOz,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz/cvrf/cisco-sa-webex-8fpBnKOz_cvrf.xml
Cisco ThousandEyes Recorder Information Disclosure Vulnerability,CSCvx91463,CWE-522,"A vulnerability in the installer software of Cisco ThousandEyes Recorder could allow an unauthenticated, local attacker to access sensitive information that is contained in the ThousandEyes Recorder installer software. This vulnerability exists because sensitive information is included in the application installer. An attacker could exploit this vulnerability by downloading the installer and extracting its contents. A successful exploit could allow the attacker to access sensitive information that is included in the application installer. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM",6.2,CVE-2021-1537,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM,2021-06-02T16:00:00,Medium,Cisco ThousandEyes Recorder Application ,2021-06-02T16:00:00,cisco-sa-te-recorder-infodis-mx3ETTBM,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM/cvrf/cisco-sa-te-recorder-infodis-mx3ETTBM_cvrf.xml
Cisco Common Services Platform Collector Command Injection Vulnerability,CSCvx73324,CWE-78,"A vulnerability in the configuration dashboard of Cisco Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to execute arbitrary code. This vulnerability is due to insufficient sanitization of configuration entries. An attacker could exploit this vulnerability by logging in as a super admin and entering crafted input to configuration options on the CSPC configuration dashboard. A successful exploit could allow the attacker to execute remote code as root. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu",4.7,CVE-2021-1538,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu,2021-06-02T16:00:00,Medium,Cisco Common Services Platform Collector Software ,2021-06-02T16:00:00,cisco-sa-CSPC-CIV-kDuBfNfu,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu/cvrf/cisco-sa-CSPC-CIV-kDuBfNfu_cvrf.xml
Cisco SD-WAN Software Privilege Escalation Vulnerability,CSCvx49259,CWE-250,"A vulnerability in the CLI of Cisco SD-WAN Software could allow an authenticated, local attacker to gain elevated privileges on an affected system. This vulnerability exists because the affected software does not properly restrict access to privileged processes. An attacker could exploit this vulnerability by invoking a privileged process in the affected system. A successful exploit could allow the attacker to perform actions with the privileges of the root user. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF",7.8,CVE-2021-1528,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF,2021-06-02T16:00:00,High,Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,2021-06-02T16:00:00,cisco-sa-sd-wan-fuErCWwF,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF/cvrf/cisco-sa-sd-wan-fuErCWwF_cvrf.xml
Cisco Webex Player Memory Corruption Vulnerability,CSCvx58427,CWE-119,A vulnerability in Cisco Webex Player for Windows and MacOS could allow an attacker to cause the affected software to terminate or to gain access to memory state information that is related to the vulnerable application. The vulnerability is due to insufficient validation of values in Webex recording files that are stored in Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a malicious WRF file to a user as a link or email attachment and then persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to crash the affected software and view memory state information. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR,5.3,CVE-2021-1527,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR,2021-06-02T16:00:00,Medium,Cisco Webex Meetings 	Cisco Webex Network Recording Player ,2021-06-02T16:00:00,cisco-sa-webex-player-kxtkFbnR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR/cvrf/cisco-sa-webex-player-kxtkFbnR_cvrf.xml
Cisco Webex Network Recording Player and Webex Player Memory Corruption Vulnerability,CSCvx30405	CSCvx30412,CWE-119,A vulnerability in Cisco Webex Network Recording Player for Windows and MacOS and Cisco Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system. This vulnerability is due to insufficient validation of values in Webex recording files that are in either Advanced Recording Format (ARF) or Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a user a malicious ARF or WRF file through a link or email attachment and persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2,7.8,CVE-2021-1503,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2,2021-06-02T16:00:00,High,Cisco Webex Meetings 	Cisco Webex Network Recording Player ,2021-06-02T16:00:00,cisco-sa-webex-player-rCFDeVj2,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2/cvrf/cisco-sa-webex-player-rCFDeVj2_cvrf.xml
Cisco Webex Meetings and Webex Meetings Server File Redirect Vulnerability,CSCvx80708	CSCvx82562,CWE-601,"A vulnerability in Cisco Webex Meetings and Cisco Webex Meetings Server could allow an unauthenticated, remote attacker to redirect users to a malicious file. This vulnerability is due to improper validation of URL paths in the application interface. An attacker could exploit this vulnerability by persuading a user to follow a specially crafted URL that is designed to cause Cisco Webex Meetings to include a remote file in the web UI. A successful exploit could allow the attacker to cause the application to offer a remote file to a user, which could allow the attacker to conduct further phishing or spoofing attacks. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH",4.7,CVE-2021-1525,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH,2021-06-02T16:00:00,Medium,Cisco WebEx Meetings Server 	Cisco Webex Meetings ,2021-06-02T16:00:00,cisco-sa-webex-redirect-XuZFU3PH,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH/cvrf/cisco-sa-webex-redirect-XuZFU3PH_cvrf.xml
Cisco Prime Infrastructure and Cisco Evolved Programmable Network Manager Command Injection Vulnerability,CSCvw07763	CSCvw67903,CWE-78,"A vulnerability in the web-based management interface of Cisco Prime Infrastructure and Evolved Programmable Network (EPN) Manager could allow an authenticated, remote attacker to execute arbitrary commands on an affected system. The vulnerability is due to insufficient validation of user-supplied input to the web-based management interface. An attacker could exploit this vulnerability by sending crafted HTTP requests to the interface. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system (OS) with the permissions of a special non-root user. In this way, an attacker could take control of the affected system, which would allow them to obtain and alter sensitive data. The attacker could also affect the devices that are managed by the affected system by pushing arbitrary configuration files, retrieving device credentials and confidential information, and ultimately undermining the stability of the devices, causing a denial of service (DoS) condition. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3",8.8,CVE-2021-1487,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3,2021-05-19T16:00:00,High,Cisco Prime Infrastructure 	Cisco Evolved Programmable Network Manager (EPNM) ,2021-05-19T16:00:00,cisco-sa-pi-epnm-cmd-inj-YU5e6tB3,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3/cvrf/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3_cvrf.xml
Cisco Modeling Labs Web UI Command Injection Vulnerability,CSCvx78835,CWE-88,"A vulnerability in the web UI of Cisco Modeling Labs could allow an authenticated, remote attacker to execute arbitrary commands with the privileges of the web application on the underlying operating system of an affected Cisco Modeling Labs server. This vulnerability is due to insufficient validation of user-supplied input to the web UI. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected server. A successful exploit could allow the attacker to execute arbitrary commands with the privileges of the web application, virl2, on the underlying operating system of the affected server. To exploit this vulnerability, the attacker must have valid user credentials on the web UI. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB",8.8,CVE-2021-1531,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB,2021-05-19T16:00:00,High,Cisco Modeling Labs ,2021-05-19T16:00:00,cisco-sa-cml-cmd-inject-N4VYeQXB,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB/cvrf/cisco-sa-cml-cmd-inject-N4VYeQXB_cvrf.xml
"Cisco Small Business 100, 300, and 500 Series Wireless Access Points Command Injection Vulnerabilities",CSCvx46599,CWE-77,"Multiple vulnerabilities in the web-based management interface of certain Cisco Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to perform command injection attacks against an affected device. These vulnerabilities are due to improper validation of user-supplied input. An attacker could exploit these vulnerabilities by sending crafted HTTP requests to the web-based management interface of an affected system. A successful exploit could allow the attacker to execute arbitrary commands with root privileges on the device. To exploit these vulnerabilities, the attacker must have valid administrative credentials for the device. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG",4.7,CVE-2021-1547	CVE-2021-1548	CVE-2021-1549	CVE-2021-1550	CVE-2021-1551	CVE-2021-1552	CVE-2021-1553	CVE-2021-1554	CVE-2021-1555,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG,2021-05-19T16:00:00,Medium,Cisco Business Wireless Access Point Software ,2021-05-19T16:00:00,cisco-sa-sb-wap-inject-Mp9FSdG,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG/cvrf/cisco-sa-sb-wap-inject-Mp9FSdG_cvrf.xml
Cisco DNA Spaces Connector Command Injection Vulnerabilities,CSCvx27097	CSCvx27099,CWE-78	CWE-88,"Multiple vulnerabilities in Cisco DNA Spaces Connector could allow an authenticated, remote attacker to perform a command injection attack on an affected device. These vulnerabilities are due to insufficient input sanitization when executing affected commands. A high-privileged attacker could exploit these vulnerabilities on a Cisco DNA Spaces Connector by injecting crafted input during command execution. A successful exploit could allow the attacker to execute arbitrary commands as root within the Connector docker container. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n",6.5,CVE-2021-1559	CVE-2021-1560,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n,2021-05-19T16:00:00,Medium,Cisco DNA Spaces Connector ,2021-05-19T16:00:00,cisco-sa-dnasp-conn-cmdinj-HOj4YV5n,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n/cvrf/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n_cvrf.xml
Cisco DNA Spaces Connector Privilege Escalation Vulnerabilities,CSCvx00676	CSCvx00678,CWE-78,"Multiple vulnerabilities in Cisco DNA Spaces Connector could allow an authenticated, local attacker to elevate privileges and execute arbitrary commands on the underlying operating system as root. These vulnerabilities are due to insufficient restrictions during the execution of affected CLI commands. An attacker could exploit these vulnerabilities by leveraging the insufficient restrictions during execution of these commands. A successful exploit could allow the attacker to elevate privileges from dnasadmin and execute arbitrary commands on the underlying operating system as root. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW",6.0,CVE-2021-1557	CVE-2021-1558,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW,2021-05-19T16:00:00,Medium,Cisco DNA Spaces Connector ,2021-05-19T16:00:00,cisco-sa-dnasp-conn-prvesc-q6T6BzW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW/cvrf/cisco-sa-dnasp-conn-prvesc-q6T6BzW_cvrf.xml
Cisco Finesse Open Redirect Vulnerability,CSCvw09349	CSCvy20394	CSCvy20396	CSCvy20403,CWE-601,"A vulnerability in the web-based management interface of Cisco Finesse could allow an unauthenticated, remote attacker to redirect a user to an undesired web page. This vulnerability is due to improper input validation of the URL parameters in an HTTP request that is sent to an affected system. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to cause the interface to redirect the user to a specific, malicious URL. This type of vulnerability is known as an open redirect and is used in phishing attacks that get users to unknowingly visit malicious sites. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R",4.7,CVE-2021-1358,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R,2021-05-19T16:00:00,Medium,Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ,2021-05-19T16:00:00,cisco-sa-finesse-opn-rdrct-epDeh7R,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R/cvrf/cisco-sa-finesse-opn-rdrct-epDeh7R_cvrf.xml
Cisco Finesse Cross-Site Scripting Vulnerabilities,CSCvv68315	CSCvv89396	CSCvy20397	CSCvy20398,CWE-79,"Multiple vulnerabilities in the web-based management interface of Cisco Finesse could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface. These vulnerabilities are due to insufficient validation of user-supplied input by the web-based management interface of the affected software. An attacker could exploit these vulnerabilities by injecting malicious code into the web-based management interface and persuading a user to click a malicious link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. An attacker needs valid administrator credentials to inject the malicious script code. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW",4.8,CVE-2021-1254,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW,2021-05-19T16:00:00,Medium,Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ,2021-05-19T16:00:00,cisco-sa-finesse-strd-xss-bUKqffFW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-strd-xss-bUKqffFW/cvrf/cisco-sa-finesse-strd-xss-bUKqffFW_cvrf.xml
Cisco Hosted Collaboration Mediation Fulfillment Denial of Service Vulnerability,CSCvx35894,CWE-284,"A vulnerability in the Java Management Extensions (JMX) component of Cisco Hosted Collaboration Mediation Fulfillment (HCM-F) could allow an authenticated, remote attacker to cause a denial of service (DoS) condition on an affected system. This vulnerability is due to an unsecured TCP/IP port. An attacker could exploit this vulnerability by accessing the port and restarting the JMX process. A successful exploit could allow the attacker to cause a DoS condition on an affected system. Cisco has released software updates that address this vulnerability. There are workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf",5.3,CVE-2021-1478,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf,2021-05-13T14:42:31,Medium,Cisco Unified Communications Manager ,2021-05-05T16:00:00,cisco-sa-ucm-dos-OO4SRYEf,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-ucm-dos-OO4SRYEf/cvrf/cisco-sa-ucm-dos-OO4SRYEf_cvrf.xml
MacOS Local Privilege Escalation Exploitable through Cisco AnyConnect Secure Mobility Client,NA,NA,"On May 26, 2020, Apple released a security update for MacOS Catalina, Mojave, and High Sierra. Part of this update addressed a local privilege escalation vulnerability (CVE-2020-9817). Cisco has determined that Cisco AnyConnect Secure Mobility Client releases 4.10.00093 and earlier could be used to exploit this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT",NA,NA,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-mac-priv-esc-VqST2nrT,2021-05-11T13:40:11,Informational,NA,2021-05-05T16:00:00,cisco-sa-anyconnect-mac-priv-esc-VqST2nrT,NA
Cisco HyperFlex HX Command Injection Vulnerabilities,CSCvx36014	CSCvx36019	CSCvx37435,CWE-78,"Multiple vulnerabilities in the web-based management interface of Cisco HyperFlex HX could allow an unauthenticated, remote attacker to perform command injection attacks against an affected device. For more information about these vulnerabilities, see the Details section of this advisory. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR",9.8,CVE-2021-1497	CVE-2021-1498,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR,2021-05-07T13:48:13,Critical,Cisco HyperFlex HX Data Platform ,2021-05-05T16:00:00,cisco-sa-hyperflex-rce-TjjNrkpR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-rce-TjjNrkpR/cvrf/cisco-sa-hyperflex-rce-TjjNrkpR_cvrf.xml
Cisco HyperFlex HX Data Platform File Upload Vulnerability,CSCvx36028	CSCvx52126,CWE-306,"A vulnerability in the web-based management interface of Cisco HyperFlex HX Data Platform could allow an unauthenticated, remote attacker to upload files to an affected device. This vulnerability is due to missing authentication for the upload function. An attacker could exploit this vulnerability by sending a specific HTTP request to an affected device. A successful exploit could allow the attacker to upload files to the affected device with the permissions of the tomcat8 user. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz",5.3,CVE-2021-1499,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz,2021-05-07T13:44:21,Medium,Cisco HyperFlex HX Data Platform ,2021-05-05T16:00:00,cisco-sa-hyperflex-upload-KtCK8Ugz,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-hyperflex-upload-KtCK8Ugz/cvrf/cisco-sa-hyperflex-upload-KtCK8Ugz_cvrf.xml
Cisco AnyConnect Secure Mobility Client Profile Modification Vulnerability,CSCvx86389,CWE-20,"A vulnerability in the interprocess communication (IPC) channel of Cisco AnyConnect Secure Mobility Client Software could allow an authenticated, local attacker to overwrite VPN profiles on an affected device. The vulnerability is due to insufficient validation of user-supplied input. An attacker could exploit this vulnerability by sending a crafted IPC message to the AnyConnect process. A successful exploit could allow the attacker to modify VPN profile files. To exploit this vulnerability, the attacker must have valid credentials on the affected system. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg",4.7,CVE-2021-1519,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg,2021-05-05T16:00:00,Medium,Cisco AnyConnect Secure Mobility Client ,2021-05-05T16:00:00,cisco-sa-anyconnect-profile-AggMUCDg,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-anyconnect-profile-AggMUCDg/cvrf/cisco-sa-anyconnect-profile-AggMUCDg_cvrf.xml
Cisco SD-WAN Software Privilege Escalation Vulnerability,CSCvi69989,CWE-20,"A vulnerability in the CLI of Cisco SD-WAN Software could allow an authenticated, local attacker to inject arbitrary commands to be executed with Administrator privileges on the underlying operating system. This vulnerability is due to insufficient input validation on certain CLI commands. An attacker could exploit this vulnerability by authenticating to the device and submitting crafted input to the CLI. The attacker must be authenticated as a low-privileged user to execute the affected commands. A successful exploit could allow the attacker to execute commands with Administrator privileges. Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy",4.4,CVE-2021-1514,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy,2021-05-05T16:00:00,Medium,Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ,2021-05-05T16:00:00,cisco-sa-sdwan-privesc-QVszVUPy,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-privesc-QVszVUPy/cvrf/cisco-sa-sdwan-privesc-QVszVUPy_cvrf.xml
Cisco SD-WAN vEdge Software Buffer Overflow Vulnerabilities,CSCvt11545	CSCvu28407	CSCvu28442,CWE-119,"Multiple vulnerabilities in Cisco SD-WAN vEdge Software could allow an attacker to execute arbitrary code as the root user or cause a denial of service (DoS) condition on an affected device. For more information about these vulnerabilities, see the Details section of this advisory. Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities. This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO",7.5,CVE-2021-1509	CVE-2021-1510	CVE-2021-1511,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO,2021-05-05T16:00:00,High,Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud ,2021-05-05T16:00:00,cisco-sa-sdwan-buffover-MWGucjtO,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sdwan-buffover-MWGucjtO/cvrf/cisco-sa-sdwan-buffover-MWGucjtO_cvrf.xml
