advisory_id,cves,publication_url,cvrfUrl,last_updated,product_names,advisory_title,bug_ids,cwe,summary,first_published,cvss_base_score,sir
cisco-sa-lasso-saml-jun2021-DOXNRLkD,CVE-2021-28091,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD/cvrf/cisco-sa-lasso-saml-jun2021-DOXNRLkD_cvrf.xml,2021-06-15T21:37:02,NA,Lasso SAML Implementation Vulnerability Affecting Cisco Products: June 2021,NA,CWE-269,"<p>On June 1, 2021, Lasso disclosed a security vulnerability in the Lasso Security Assertion Markup Language (SAML) Single Sign-On (SSO) library. This vulnerability could allow an authenticated attacker to impersonate another authorized user when interacting with an application.</p>
<p>For a description of this vulnerability, see <a href=""https://git.entrouvert.org/lasso.git/tree/NEWS?id=v2.7.0"" target=""_blank"" rel=""noopener"">lasso.git NEWS</a>.</p>
<p>This advisory will be updated as additional information becomes available.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-lasso-saml-jun2021-DOXNRLkD</a></p>",2021-06-01T12:30:00,NA,High
cisco-sa-asr5k-autho-bypass-mJDF5S7n,"CVE-2021-1539	CVE-2021-1540",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n/cvrf/cisco-sa-asr5k-autho-bypass-mJDF5S7n_cvrf.xml,2021-06-02T16:00:00,Cisco ASR 5000 Series Software ,Cisco ASR 5000 Series Software Authorization Bypass Vulnerabilities,"CSCvu85001	CSCvv33622",CWE-863,"<p>Multiple vulnerabilities in the authorization process of Cisco&nbsp;ASR 5000 Series Software (StarOS) could allow an authenticated, remote attacker to bypass authorization and execute a subset of CLI commands on an affected device.</p>
<p>For more information about these vulnerabilities, see the <a href=""#details"">Details</a> section of this advisory.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asr5k-autho-bypass-mJDF5S7n</a></p>",2021-06-02T16:00:00,8.1,High
cisco-sa-webex-player-kOf8zVT,CVE-2021-1526,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT/cvrf/cisco-sa-webex-player-kOf8zVT_cvrf.xml,2021-06-02T16:00:00,"Cisco Webex Meetings 	Cisco Webex Network Recording Player ",Cisco Webex Player Memory Corruption Vulnerability,CSCvx58407,CWE-119,"<p>A vulnerability in Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>
<p>This vulnerability is due to insufficient validation of values in Webex recording files that are in Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a user a malicious WRF file through a link or email attachment and persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT"" target=""_blank"" rel=""noopener"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kOf8zVT</a></p>",2021-06-02T16:00:00,7.8,High
cisco-sa-webex-player-dOJ2jOJ,CVE-2021-1502,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ/cvrf/cisco-sa-webex-player-dOJ2jOJ_cvrf.xml,2021-06-02T16:00:00,"Cisco Webex Meetings 	Cisco Webex Network Recording Player ",Cisco Webex Network Recording Player and Webex Player Memory Corruption Vulnerability,CSCvx30404,CWE-119,"<div>
<p>A vulnerability in Cisco&nbsp;Webex Network Recording Player for Windows and MacOS and Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>
<p>The vulnerability is due to insufficient validation of values within Webex recording files formatted as either Advanced Recording Format (ARF) or Webex Recording Format (WRF). An attacker could exploit the vulnerability by sending a user a malicious ARF or WRF file through a link or email attachment and persuading the user to open the file. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-dOJ2jOJ</a></p>
</div>",2021-06-02T16:00:00,7.8,High
cisco-sa-webex-multimedia-26DpqVRO,CVE-2021-1517,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO/cvrf/cisco-sa-webex-multimedia-26DpqVRO_cvrf.xml,2021-06-02T16:00:00,"Cisco WebEx Meetings Server 	Cisco Webex Meetings Desktop App ",Cisco Webex Meetings and Webex Meetings Server Multimedia Sharing Security Bypass Vulnerability,"CSCvx80691	CSCvx82557",CWE-693,"<p>A vulnerability in the multimedia viewer feature of Cisco&nbsp;Webex Meetings and Cisco&nbsp;Webex Meetings Server could allow an authenticated, remote attacker to bypass security protections.</p>
<p>This vulnerability is due to unsafe handling of shared content within the multimedia viewer feature. An attacker could exploit this vulnerability by sharing a file through the multimedia viewer feature. A successful exploit could allow the attacker to bypass security protections and prevent warning dialogs from appearing before files are offered to other users.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-multimedia-26DpqVRO</a></p>",2021-06-02T16:00:00,5,Medium
cisco-sa-webex-dll-inject-XNmcSGTU,CVE-2021-1536,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU/cvrf/cisco-sa-webex-dll-inject-XNmcSGTU_cvrf.xml,2021-06-02T16:00:00,"Cisco Webex Teams 	Cisco Webex Network Recording Player 	Cisco Webex Meetings Desktop App ","Cisco Webex Meetings, Webex Network Recording Player, and Webex Teams DLL Injection Vulnerability","CSCvw48667	CSCvw79311	CSCvw79321",CWE-427,"<p>A vulnerability in Cisco&nbsp;Webex Meetings Desktop App for Windows, Cisco&nbsp;Webex Meetings Server, Cisco&nbsp;Webex Network Recording Player for Windows, and Cisco&nbsp;Webex Teams for Windows could allow an authenticated, local attacker to perform a DLL injection attack on an affected device. To exploit this vulnerability, the attacker must have valid credentials on the Windows system.</p>
<p>This vulnerability is due to incorrect handling of directory paths at run time. An attacker could exploit this vulnerability by inserting a configuration file in a specific path in the system, which can cause a malicious DLL file to be loaded when the application starts. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of another user account.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-dll-inject-XNmcSGTU</a></p>",2021-06-02T16:00:00,4.8,Medium
cisco-sa-webex-8fpBnKOz,CVE-2021-1544,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz/cvrf/cisco-sa-webex-8fpBnKOz_cvrf.xml,2021-06-02T16:00:00,Cisco Webex Meetings ,Cisco Webex Meetings Client Software Logging Information Disclosure Vulnerability,CSCvx88066,CWE-497,"<p>A vulnerability in logging mechanisms of Cisco&nbsp;Webex Meetings client software could allow an authenticated, local attacker to gain access to sensitive information.</p>
<p>This vulnerability is due to unsafe logging of application actions. An attacker could exploit this vulnerability by logging onto the local system and accessing files containing the logged details. A successful exploit could allow the attacker to gain access to sensitive information, including meeting data and recorded meeting transcriptions.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-8fpBnKOz</a></p>",2021-06-02T16:00:00,5.5,Medium
cisco-sa-te-recorder-infodis-mx3ETTBM,CVE-2021-1537,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM/cvrf/cisco-sa-te-recorder-infodis-mx3ETTBM_cvrf.xml,2021-06-02T16:00:00,Cisco ThousandEyes Recorder Application ,Cisco ThousandEyes Recorder Information Disclosure Vulnerability,CSCvx91463,CWE-522,"<p>A vulnerability in the installer software of Cisco&nbsp;ThousandEyes Recorder could allow an unauthenticated, local attacker to access sensitive information that is contained in the ThousandEyes Recorder installer software.</p>
<p>This vulnerability exists because sensitive information is included in the application installer. An attacker could exploit this vulnerability by downloading the installer and extracting its contents. A successful exploit could allow the attacker to access sensitive information that is included in the application installer.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-te-recorder-infodis-mx3ETTBM</a></p>",2021-06-02T16:00:00,6.2,Medium
cisco-sa-CSPC-CIV-kDuBfNfu,CVE-2021-1538,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu/cvrf/cisco-sa-CSPC-CIV-kDuBfNfu_cvrf.xml,2021-06-02T16:00:00,Cisco Common Services Platform Collector Software ,Cisco Common Services Platform Collector Command Injection Vulnerability,CSCvx73324,CWE-78,"<p>A vulnerability in the configuration dashboard of Cisco&nbsp;Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to execute arbitrary code.</p>
<p>This vulnerability is due to insufficient sanitization of configuration entries. An attacker could exploit this vulnerability by logging in as a super admin and entering crafted input to configuration options on the CSPC configuration dashboard. A successful exploit could allow the attacker to execute remote code as <em>root</em>.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-CSPC-CIV-kDuBfNfu</a></p>",2021-06-02T16:00:00,4.7,Medium
cisco-sa-sd-wan-fuErCWwF,CVE-2021-1528,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF/cvrf/cisco-sa-sd-wan-fuErCWwF_cvrf.xml,2021-06-02T16:00:00,"Cisco SD-WAN Solution 	Cisco SD-WAN vManage 	Cisco SD-WAN vEdge router 	Cisco SD-WAN vEdge Cloud 	Cisco SD-WAN vContainer ",Cisco SD-WAN Software Privilege Escalation Vulnerability,CSCvx49259,CWE-250,"<p>A vulnerability in the CLI of Cisco&nbsp;SD-WAN Software could allow an authenticated, local&nbsp;attacker to gain elevated privileges on an affected system.<br>&nbsp;<br>This vulnerability exists because the affected software does not properly restrict access to privileged processes. An attacker could exploit this vulnerability by invoking a privileged process in the affected system. A successful exploit could allow the attacker to perform actions with the privileges of the <em>root</em> user.<br>&nbsp;<br>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sd-wan-fuErCWwF</a></p>",2021-06-02T16:00:00,7.8,High
cisco-sa-webex-player-kxtkFbnR,CVE-2021-1527,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR/cvrf/cisco-sa-webex-player-kxtkFbnR_cvrf.xml,2021-06-02T16:00:00,"Cisco Webex Meetings 	Cisco Webex Network Recording Player ",Cisco Webex Player Memory Corruption Vulnerability,CSCvx58427,CWE-119,"<p>A vulnerability in Cisco&nbsp;Webex Player for Windows and MacOS could allow an&nbsp;attacker to cause the affected software to terminate or to gain access to memory state information that is related to the vulnerable application.</p>
<p>The vulnerability is due to insufficient validation of values in Webex recording files that are stored in Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a malicious WRF file to a user as a link or email attachment and then persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to crash the affected software and view memory state information.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-kxtkFbnR</a></p>",2021-06-02T16:00:00,5.3,Medium
cisco-sa-webex-player-rCFDeVj2,CVE-2021-1503,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2/cvrf/cisco-sa-webex-player-rCFDeVj2_cvrf.xml,2021-06-02T16:00:00,"Cisco Webex Meetings 	Cisco Webex Network Recording Player ",Cisco Webex Network Recording Player and Webex Player Memory Corruption Vulnerability,"CSCvx30405	CSCvx30412",CWE-119,"<p>A vulnerability in Cisco&nbsp;Webex Network Recording Player for Windows and MacOS and Cisco&nbsp;Webex Player for Windows and MacOS could allow an attacker to execute arbitrary code on an affected system.</p>
<p>This vulnerability is due to insufficient validation of values in Webex recording files that are in either Advanced Recording Format (ARF) or Webex Recording Format (WRF). An attacker could exploit this vulnerability by sending a user a malicious ARF or WRF file through a link or email attachment and persuading the user to open the file with the affected software on the local system. A successful exploit could allow the attacker to execute arbitrary code on the affected system with the privileges of the targeted user.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-player-rCFDeVj2</a></p>",2021-06-02T16:00:00,7.8,High
cisco-sa-webex-redirect-XuZFU3PH,CVE-2021-1525,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH/cvrf/cisco-sa-webex-redirect-XuZFU3PH_cvrf.xml,2021-06-02T16:00:00,"Cisco WebEx Meetings Server 	Cisco Webex Meetings ",Cisco Webex Meetings and Webex Meetings Server File Redirect Vulnerability,"CSCvx80708	CSCvx82562",CWE-601,"<p>A vulnerability in Cisco&nbsp;Webex Meetings and Cisco&nbsp;Webex Meetings Server could allow an unauthenticated, remote attacker to redirect users to a malicious file.</p>
<p>This vulnerability is due to improper validation of URL paths in the application interface. An attacker could exploit this vulnerability by persuading a user to follow a specially crafted URL that is designed to cause Cisco&nbsp;Webex Meetings to include a remote file in the web UI.&nbsp;A successful exploit could allow the attacker to cause the application to offer a remote file to a user, which could allow the attacker to conduct further phishing or spoofing attacks.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-webex-redirect-XuZFU3PH</a></p>",2021-06-02T16:00:00,4.7,Medium
cisco-sa-pi-epnm-cmd-inj-YU5e6tB3,CVE-2021-1487,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3/cvrf/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3_cvrf.xml,2021-05-19T16:00:00,"Cisco Prime Infrastructure 	Cisco Evolved Programmable Network Manager (EPNM) ",Cisco Prime Infrastructure and Cisco Evolved Programmable Network Manager Command Injection Vulnerability,"CSCvw07763	CSCvw67903",CWE-78,"<p>A vulnerability in the web-based management interface of Cisco&nbsp;Prime Infrastructure and Evolved Programmable Network (EPN) Manager could allow an authenticated, remote attacker to execute arbitrary commands on an affected system.</p>
<p>The vulnerability is due to insufficient validation of user-supplied input to the web-based management interface. An attacker could exploit this vulnerability by sending crafted HTTP requests to the interface. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system (OS) with the permissions of a special non-<em>root</em> user. In this way, an attacker could take control of the affected system, which would allow them to obtain and alter sensitive data. The attacker could also affect the devices that are managed by the affected system by pushing arbitrary configuration files, retrieving device credentials and confidential information, and ultimately undermining the stability of the devices, causing a denial of service (DoS) condition.</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-pi-epnm-cmd-inj-YU5e6tB3</a></p>",2021-05-19T16:00:00,8.8,High
cisco-sa-cml-cmd-inject-N4VYeQXB,CVE-2021-1531,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB/cvrf/cisco-sa-cml-cmd-inject-N4VYeQXB_cvrf.xml,2021-05-19T16:00:00,Cisco Modeling Labs ,Cisco Modeling Labs Web UI Command Injection Vulnerability,CSCvx78835,CWE-88,"<p>A vulnerability in the web UI of Cisco&nbsp;Modeling Labs could allow an authenticated, remote attacker to execute arbitrary commands with the privileges of the web application on the underlying operating system of an affected Cisco&nbsp;Modeling Labs server.</p>
<p>This vulnerability is due to insufficient validation of user-supplied input to the web UI. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected server. A successful exploit could allow the attacker to execute arbitrary commands with the privileges of the web application, <em>virl2</em>, on the underlying operating system of the affected server. To exploit this vulnerability, the attacker must have valid user credentials on the web UI.&nbsp;</p>
<p>Cisco&nbsp;has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB"" rel=""nofollow"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-cml-cmd-inject-N4VYeQXB</a></p>",2021-05-19T16:00:00,8.8,High
cisco-sa-sb-wap-inject-Mp9FSdG,"CVE-2021-1547	CVE-2021-1548	CVE-2021-1549	CVE-2021-1550	CVE-2021-1551	CVE-2021-1552	CVE-2021-1553	CVE-2021-1554	CVE-2021-1555",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG/cvrf/cisco-sa-sb-wap-inject-Mp9FSdG_cvrf.xml,2021-05-19T16:00:00,Cisco Business Wireless Access Point Software ,"Cisco Small Business 100, 300, and 500 Series Wireless Access Points Command Injection Vulnerabilities",CSCvx46599,CWE-77,"<p>Multiple vulnerabilities in the web-based management interface of certain Cisco&nbsp;Small Business 100, 300, and 500 Series Wireless Access Points could allow an authenticated, remote attacker to perform command injection attacks against an affected device.</p>
<p>These vulnerabilities are due to improper validation of user-supplied input. An attacker could exploit these vulnerabilities by sending crafted HTTP requests to the web-based management interface of an affected system. A successful exploit could allow the attacker to execute arbitrary commands with <em>root</em>&nbsp;privileges on the device. To exploit these vulnerabilities, the attacker must have valid administrative&nbsp;credentials for the device.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-wap-inject-Mp9FSdG</a></p>",2021-05-19T16:00:00,4.7,Medium
cisco-sa-dnasp-conn-cmdinj-HOj4YV5n,"CVE-2021-1559	CVE-2021-1560",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n/cvrf/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n_cvrf.xml,2021-05-19T16:00:00,Cisco DNA Spaces Connector ,Cisco DNA Spaces Connector Command Injection Vulnerabilities,"CSCvx27097	CSCvx27099","CWE-78	CWE-88","<p>Multiple vulnerabilities in Cisco&nbsp;DNA Spaces Connector could allow an authenticated, remote attacker to perform a command injection attack on an affected device.</p>
<p>These vulnerabilities are due to insufficient input sanitization when executing affected commands. A high-privileged attacker could exploit these vulnerabilities on a Cisco&nbsp;DNA Spaces Connector by injecting crafted input during command execution. A successful exploit could allow the attacker to execute arbitrary commands as <em>root</em> within the Connector docker container.</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-cmdinj-HOj4YV5n</a></p>",2021-05-19T16:00:00,6.5,Medium
cisco-sa-dnasp-conn-prvesc-q6T6BzW,"CVE-2021-1557	CVE-2021-1558",https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW/cvrf/cisco-sa-dnasp-conn-prvesc-q6T6BzW_cvrf.xml,2021-05-19T16:00:00,Cisco DNA Spaces Connector ,Cisco DNA Spaces Connector Privilege Escalation Vulnerabilities,"CSCvx00676	CSCvx00678",CWE-78,"<p>Multiple vulnerabilities in Cisco&nbsp;DNA Spaces Connector could allow an authenticated, local attacker to elevate privileges and execute arbitrary commands on the underlying operating system as <em>root</em>.</p>
<p>These vulnerabilities are due to insufficient restrictions during the execution of affected CLI commands. An attacker could exploit these vulnerabilities by leveraging the insufficient restrictions during execution of these commands. A successful exploit could allow the attacker to elevate privileges from <em>dnasadmin</em> and execute arbitrary commands on the underlying operating system as <em>root</em>.&nbsp;</p>
<p>Cisco&nbsp;has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dnasp-conn-prvesc-q6T6BzW</a></p>",2021-05-19T16:00:00,6,Medium
cisco-sa-finesse-opn-rdrct-epDeh7R,CVE-2021-1358,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R,https://tools.cisco.com/security/center/contentxml/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R/cvrf/cisco-sa-finesse-opn-rdrct-epDeh7R_cvrf.xml,2021-05-19T16:00:00,"Cisco Unified Contact Center Express 	Cisco Finesse 	Cisco Packaged Contact Center Enterprise ",Cisco Finesse Open Redirect Vulnerability,"CSCvw09349	CSCvy20394	CSCvy20396	CSCvy20403",CWE-601,"<p>A vulnerability in the web-based management interface of Cisco&nbsp;Finesse could allow an unauthenticated, remote attacker to redirect a user to an undesired web page.</p>
<p>This vulnerability is due to improper input validation of the URL parameters in an HTTP request that is sent to an affected system. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to cause the interface to redirect the user to a specific, malicious URL. This type of vulnerability is known as an open redirect and is used in phishing attacks that get users to unknowingly visit malicious sites.</p>
<p>There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br><a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R"" target=""_blank"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-opn-rdrct-epDeh7R</a></p>",2021-05-19T16:00:00,4.7,Medium
